Filtre,Date,Description,Sous-description,Type d’opération,Montant,Solde
"","2024-05-27","achat pdv","Fpos Le Roi Du Taco         Mo ","Débit","-26.38","15026.48"
"","2024-05-27","achat pdv","Fpos Brulerie Aux Quatre    Mo ","Débit","-2.46","15052.86"
"","2024-05-27","achat pdv","Fpos Super C  Pie Ix   Onmontr ","Débit","-59.91","15055.32"
"","2024-05-27","achat pdv","Fpos Maxi #8797          Montr ","Débit","-42.64","15115.23"
"","2024-05-27","achat pdv","Fpos Francois Tremblay Phmontr ","Débit","-17.78","15157.87"
"","2024-05-24","assurance","Desjardins Secur. Fin. ","Crédit","1713.92","15175.65"
"","2024-05-24","achat pdv","Fpos Kim Phat #3733      Montr ","Débit","-18.25","13461.73"
"","2024-05-23","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-36.57","13479.98"
"","2024-05-23","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-47.97","13516.55"
"","2024-05-23","achat pdv","Adonis 21943 Anjou       Anjou ","Débit","-70.77","13564.52"
"","2024-05-22","achat pdv","Fpos Francois Tremblay Phmontr ","Débit","-12.64","13635.29"
"","2024-05-22","achat pdv","Fpos Restaurant Sand     Montr ","Débit","-25.13","13647.93"
"","2024-05-21","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-15.77","13673.06"
"","2024-05-21","pmt facture","Pc-Visa Infinite Momentum Scotia 09906500","Débit","-108.31","13688.83"
"","2024-05-21","achat pdv","Fpos Marche Andes - Restamontr ","Débit","-23.15","13797.14"
"","2024-05-21","achat pdv","Fpos Marche St-Joseph    Montr ","Débit","-21.17","13820.29"
"","2024-05-18","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-27.85","13841.46"
"","2024-05-18","achat pdv","Fpos Marshalls 742       Saint ","Débit","-28.73","13869.31"
"","2024-05-18","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-24.00","13898.04"
"","2024-05-17","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-51.20","13922.04"
"","2024-05-17","achat pdv","Fpos Maxi #8797          Montr ","Débit","-27.63","13973.24"
"","2024-05-17","achat pdv","Fpos Francois Tremblay Phmontr ","Débit","-16.64","14000.87"
"","2024-05-17","achat pdv","Fpos Res Gas Bar         Kahna ","Débit","-28.89","14017.51"
"","2024-05-17","achat pdv","Fpos Totem Pole High Timekahna ","Débit","-80.00","14046.40"
"","2024-05-16","achat pdv","Fpos Adonis 21943 Anjou  Anjou ","Débit","-58.05","14126.40"
"","2024-05-15","achat pdv","Francois Tremblay Phar   Montr ","Débit","-15.49","14184.45"
"","2024-05-15","achat pdv","Fpos Maxi #8797          Montr ","Débit","-8.44","14199.94"
"","2024-05-14","achat pdv","Fpos Francois Tremblay Phmontr ","Débit","-19.52","14208.38"
"","2024-05-11","achat pdv","Fpos Francois Tremblay Phmontr ","Débit","-45.23","14227.90"
"","2024-05-10","assurance","Desjardins Secur. Fin. ","Crédit","1713.92","14273.13"
"","2024-05-09","pmt facture","Pc-Bell Facture Unique-14 Digits 79478398","Débit","-67.84","12559.21"
"","2024-05-08","assurance","Intact Assur. ","Débit","-84.63","12627.05"
"","2024-05-08","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-54.59","12711.68"
"","2024-05-06","achat pdv","Fpos Marche St-Joseph    Montr ","Débit","-47.70","12766.27"
"","2024-05-06","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-63.55","12813.97"
"","2024-05-03","achat pdv","Fpos Marche St-Joseph    Montr ","Débit","-47.70","12877.52"
"","2024-05-02","cheque  164"," ","Débit","-403.77","12925.22"
"","2024-05-02","achat pdv","Fpos Maxi #8797          Montr ","Débit","-9.54","13328.99"
"","2024-05-02","achat pdv","Fpos Dollarama #1496     Montr ","Débit","-4.31","13338.53"
"","2024-05-02","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-62.46","13342.84"
"","2024-05-02","achat pdv","Fpos Kim Phat #3733      Montr ","Débit","-12.61","13405.30"
"","2024-05-02","achat pdv","Fpos Adonis 21943 Anjou  Anjou ","Débit","-50.54","13417.91"
"","2024-05-02","achat pdv","Walmart Store #1183      St-Le ","Débit","-17.41","13468.45"
"","2024-05-01","achat pdv","Fpos Pho 911 Mont Royal  Montr ","Débit","-25.79","13485.86"
"","2024-05-01","dt trnsfr cl","Achat Placement ","Débit","-400.00","13511.65"
"","2024-05-01","dt trnsfr cl","Achat Placement ","Débit","-400.00","13911.65"
"","2024-05-01","pmt facture","Pc-Canadian Tire Mastcard 53806281","Débit","-23.80","14311.65"
"","2024-04-30","pmt facture","Fido Mobile ","Débit","-82.11","14335.45"
"","2024-04-30","achat pdv","Fpos Super C  Pie Ix / Onmontr ","Débit","-36.35","14417.56"
"","2024-04-29","assurance","Intact Assur. ","Débit","-86.31","14453.91"
"","2024-04-29","achat pdv","Fpos Pho Jean Talon      Montr ","Débit","-19.84","14540.22"
"","2024-04-29","achat pdv","Fpos Coteau Rougemont Vigrouge ","Débit","-8.50","14560.06"
"","2024-04-29","achat pdv","Fpos Brulerie Aux Quatre Montr ","Débit","-3.85","14568.56"
"","2024-04-29","achat pdv","Fpos Quincaillerie C Belamontr ","Débit","-6.89","14572.41"
"","2024-04-29","pmt facture","Pc-Canadian Tire Mastcard 44559663","Débit","-43.30","14579.30"
"","2024-04-29","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-30.76","14622.60"
